word,label
and,O
recurrent,O
syncope,I-Entity
due,O
to,O
polymorphous,O
ventricular,B-Entity
tachycardia,I-Entity
.,O
In,O
four,O
patients,O
",",O
the,O
arrhythmia,I-Entity
was,O
rapidly,O
diagnosed,O
and,O
treated,O
with,O
disappearance,O
of,O
further,O
episodes,O
of,O
the,O
arrhythmia,I-Entity
.,O
In,O
two,O
patients,O
",",O
the,O
arrhythmia,I-Entity
degenerated,O
into,O
irreversible,O
ventricular,B-Entity
fibrillation,I-Entity
and,O
both,O
patients,O
died,O
.,O
In,O
the,O
seventh,O
patient,O
",",O
a,O
permanent,O
ventricular,O
pacemaker,O
was,O
inserted,O
and,O
",",O
despite,O
continuation,O
of,O
procainamide,I-Entity
therapy,O
",",O
polymorphous,O
ventricular,B-Entity
tachycardia,I-Entity
did,O
not,O
reoccur,O
.,O
These,O
seven,O
cases,O
demonstrate,O
that,O
procainamide,I-Entity
can,O
produce,O
an,O
acquired,O
prolonged,B-Entity
Q,I-Entity
-,I-Entity
T,I-Entity
syndrome,I-Entity
with,O
polymorphous,O
ventricular,B-Entity
tachycardia,I-Entity
.,O
Role,O
of,O
activation,O
of,O
bradykinin,I-Entity
B2,O
receptors,O
in,O
disruption,O
of,O
the,O
blood,O
-,O
brain,O
barrier,O
during,O
acute,O
hypertension,I-Entity
.,O
Cellular,O
mechanisms,O
which,O
account,O
for,O
disruption,O
the,O
blood,O
-,O
brain,O
barrier,O
during,O
acute,O
hypertension,I-Entity
are,O
not,O
clear,O
.,O
The,O
goal,O
of,O
this,O
study,O
was,O
to,O
determine,O
the,O
role,O
of,O
synthesis,O
/,O
release,O
of,O
bradykinin,I-Entity
to,O
activate,O
B2,O
receptors,O
in,O
disruption,O
of,O
the,O
blood,O
-,O
brain,O
barrier,O
during,O
acute,O
hypertension,I-Entity
.,O
Permeability,O
of,O
the,O
blood,O
-,O
brain,O
barrier,O
was,O
quantitated,O
by,O
clearance,O
of,O
fluorescent,O
-,O
labeled,O
dextran,I-Entity
before,O
and,O
during,O
phenylephrine,I-Entity
-,O
induced,O
acute,O
hypertension,I-Entity
in,O
rats,O
treated,O
with,O
vehicle,O
and,O
Hoe-140,I-Entity
(,O
0.1,O
microM,O
),O
.,O
Phenylephrine,I-Entity
infusion,O
increased,O
arterial,O
pressure,O
",",O
arteriolar,O
diameter,O
and,O
clearance,O
of,O
fluorescent,O
dextran,I-Entity
by,O
a,O
similar,O
magnitude,O
in,O
both,O
groups,O
.,O
These,O
findings,O
suggest,O
that,O
disruption,O
of,O
the,O
blood,O
-,O
brain,O
barrier,O
during,O
acute,O
hypertension,I-Entity
is,O
not,O
related,O
to,O
the,O
synthesis,O
/,O
release,O
of,O
bradykinin,I-Entity
to,O
activate,O
B2,O
receptors,O
.,O
5-azacytidine,I-Entity
potentiates,O
initiation,B-Entity
induced,I-Entity
by,I-Entity
carcinogens,I-Entity
in,O
rat,O
liver,O
.,O
To,O
test,O
the,O
validity,O
of,O
the,O
hypothesis,O
that,O
hypomethylation,O
of,O
DNA,O
plays,O
an,O
important,O
role,O
in,O
the,O
initiation,B-Entity
of,I-Entity
carcinogenic,I-Entity
process,I-Entity
",",O
5-azacytidine,I-Entity
(,O
5-AzC,I-Entity
),O
(,O
10,O
mg,O
/,O
kg,O
),O
",",O
an,O
inhibitor,O
of,O
DNA,O
methylation,O
",",O
was,O
given,O
to,O
rats,O
during,O
the,O
phase,O
of,O
repair,O
synthesis,O
induced,O
by,O
the,O
three,O
carcinogens,O
",",O
benzo[a]-pyrene,I-Entity
(,O
200,O
mg,O
/,O
kg,O
),O
",",O
N,B-Entity
-,I-Entity
methyl,I-Entity
-,I-Entity
N,I-Entity
-,I-Entity
nitrosourea,I-Entity
(,O
60,O
mg,O
/,O
kg,O
),O
and,O
"1,2-dimethylhydrazine",I-Entity
(,O
"1,2-DMH",I-Entity
),O
The,O
initiated,O
hepatocytes,O
in,O
the,O
liver,O
were,O
assayed,O
as,O
the,O
gamma,O
-,O
glutamyltransferase,O
(,O
gamma,O
-,O
GT,O
),O
positive,O
foci,O
formed,O
following,O
a,O
2-week,O
selection,O
regimen,O
consisting,O
of,O
dietary,O
0.02%,O
2-acetylaminofluorene,I-Entity
coupled,O
with,O
a,O
necrogenic,O
dose,O
of,O
CCl4,I-Entity
.,O
The,O
results,O
obtained,O
indicate,O
that,O
with,O
all,O
three,O
carcinogens,O
",",O
administration,O
of,O
5-AzC,I-Entity
during,O
repair,O
synthesis,O
increased,O
the,O
incidence,O
of,O
initiated,O
hepatocytes,O
",",O
for,O
example,O
10,O
-,O
20,O
foci,O
/,O
cm2,O
in,O
5-AzC,I-Entity
and,O
carcinogen,O
-,O
treated,O
rats,O
compared,O
with,O
3,O
-,O
5,O
foci,O
/,O
cm2,O
in,O
rats,O
treated,O
with,O
carcinogen,O
only,O
.,O
Administration,O
of,O
[,B-Entity
3H]-5-azadeoxycytidine,I-Entity
during,O
the,O
repair,O
synthesis,O
induced,O
by,O
"1,2-DMH",I-Entity
further,O
showed,O
that,O
0.019,O
mol,O
%,O
of,O
cytosine,I-Entity
residues,O
in,O
DNA,O
were,O
substituted,O
by,O
the,O
analogue,O
",",O
indicating,O
that,O
incorporation,O
of,O
5-AzC,I-Entity
occurs,O
during,O
repair,O
synthesis,O
.,O
In,O
the,O
absence,O
of,O
the,O
carcinogen,O
",",O
5-AzC,I-Entity
given,O
after,O
a,O
two,O
thirds,O
partial,O
hepatectomy,O
",",O
when,O
its,O
incorporation,O
should,O
be,O
maximum,O
",",O
failed,O
to,O
induce,O
any,O
gamma,O
-,O
GT,O
positive,O
foci,O
.,O
Withdrawal,B-Entity
-,I-Entity
emergent,I-Entity
rabbit,I-Entity
syndrome,I-Entity
during,O
dose,O
reduction,O
of,O
risperidone,I-Entity
.,O
Rabbit,B-Entity
syndrome,I-Entity
(,O
RS,I-Entity
),O
is,O
a,O
rare,O
extrapyramidal,O
side,O
effect,O
caused,O
by,O
prolonged,O
neuroleptic,O
medication,O
.,O
Here,O
we,O
present,O
a,O
case,O
of,O
withdrawal,B-Entity
-,I-Entity
emergent,I-Entity
RS,I-Entity
",",O
which,O
is,O
the,O
first,O
of,O
its,O
kind,O
to,O
be,O
reported,O
.,O
The,O
patient,O
developed,O
RS,I-Entity
during,O
dose,O
reduction,O
of,O
risperidone,I-Entity
.,O
The,O
symptom,O
was,O
treated,O
successfully,O
with,O
trihexyphenidyl,I-Entity
anticholinergic,O
therapy,O
.,O
The,O
underlying,O
mechanism,O
of,O
withdrawal,B-Entity
-,I-Entity
emergent,I-Entity
RS,I-Entity
in,O
the,O
present,O
case,O
may,O
have,O
been,O
related,O
to,O
the,O
pharmacological,O
profile,O
of,O
risperidone,I-Entity
",",O
a,O
serotonin,I-Entity
-,O
dopamine,I-Entity
antagonist,O
",",O
suggesting,O
the,O
pathophysiologic,O
influence,O
of,O
the,O
serotonin,I-Entity
system,O
in,O
the,O
development,O
of,O
RS,I-Entity
.,O
Verapamil,I-Entity
withdrawal,O
as,O
a,O
possible,O
cause,O
of,O
myocardial,B-Entity
infarction,I-Entity
in,O
a,O
hypertensive,I-Entity
woman,O
with,O
a,O
normal,O
coronary,O
angiogram,O
.,O
Verapamil,I-Entity
is,O
an,O
effective,O
and,O
relatively,O
-,O
safe,O
antihypertensive,O
drug,O
.,O
Serious,O
adverse,O
effects,O
are,O
uncommon,O
and,O
mainly,O
have,O
been,O
related,O
to,O
the,O
depression,I-Entity
of,O
cardiac,O
contractility,O
and,O
conduction,O
",",O
especially,O
when,O
the,O
drug,O
is,O
combined,O
with,O
beta,O
-,O
blocking,O
agents,O
.,O
We,O
report,O
a,O
case,O
in,O
which,O
myocardial,B-Entity
infarction,I-Entity
coincided,O
with,O
the,O
introduction,O
of,O
captopril,I-Entity
and,O
the,O
withdrawal,O
of,O
verapamil,I-Entity
in,O
a,O
previously,O
asymptomatic,O
woman,O
with,O
severe,O
hypertension,I-Entity
.,O
Possible,O
mechanisms,O
that,O
involve,O
a,O
verapamil,I-Entity
-,O
related,O
increase,O
in,O
platelet,O
and/or,O
vascular,O
alpha,O
2-adrenoreceptor,O
affinity,O
for,O
catecholamines,I-Entity
are,O
discussed,O
.,O
Remission,O
induction,O
of,O
meningeal,B-Entity
leukemia,I-Entity
with,O
high,O
-,O
dose,O
intravenous,O
methotrexate,I-Entity
.,O
Twenty,O
children,O
with,O
acute,B-Entity
lymphoblastic,I-Entity
leukemia,I-Entity
who,O
developed,O
meningeal,B-Entity
disease,I-Entity
were,O
treated,O
with,O
a,O
high,O
-,O
dose,O
intravenous,O
methotrexate,I-Entity
regimen,O
that,O
was,O
designed,O
to,O
achieve,O
and,O
maintain,O
CSF,O
methotrexate,I-Entity
concentrations,O
of,O
10(-5,O
),O
The,O
methotrexate,I-Entity
was,O
administered,O
as,O
a,O
loading,O
dose,O
of,O
"6,000",O
mg,O
/,O
m2,O
for,O
a,O
period,O
of,O
one,O
hour,O
followed,O
by,O
an,O
infusion,O
of,O
"1,200",O
mg,O
/,O
m2/h,O
for,O
23,O
hours,O
.,O
Leucovorin,I-Entity
rescue,O
was,O
initiated,O
12,O
hours,O
after,O
the,O
end,O
of,O
the,O
infusion,O
with,O
a,O
loading,O
dose,O
of,O
200,O
mg,O
/,O
m2,O
followed,O
by,O
12,O
mg,O
/,O
m2,O
every,O
three,O
hours,O
for,O
six,O
doses,O
and,O
then,O
every,O
six,O
hours,O
until,O
the,O
plasma,O
methotrexate,I-Entity
level,O
decreased,O
to,O
less,O
than,O
1,O
X,O
10(-7,O
),O
mol,O
/,O
L.,O
The,O
mean,O
steady,O
-,O
state,O
plasma,O
and,O
CSF,O
methotrexate,I-Entity
concentrations,O
achieved,O
were,O
1.1,O
X,O
10(-3,O
),O
The,O
most,O
common,O
toxicities,I-Entity
encountered,O
were,O
transient,O
serum,O
transaminase,O
and,O
bilirubin,I-Entity
elevations,O
",",O
neutropenia,I-Entity
",",O
and,O
mucositis,I-Entity
.,O
One,O
patient,O
had,O
focal,O
seizures,I-Entity
and,O
transient,B-Entity
hemiparesis,I-Entity
but,O
recovered,O
completely,O
.,O
High,O
-,O
dose,O
intravenous,O
methotrexate,I-Entity
is,O
an,O
effective,O
treatment,O
for,O
the,O
induction,O
of,O
remission,O
after,O
meningeal,O
relapse,O
in,O
acute,B-Entity
lymphoblastic,I-Entity
leukemia,I-Entity
.,O
Hypersensitivity,I-Entity
to,O
carbamazepine,I-Entity
presenting,O
with,O
a,O
leukemoid,B-Entity
reaction,I-Entity
",",O
eosinophilia,I-Entity
",",O
erythroderma,I-Entity
",",O
and,O
renal,B-Entity
failure,I-Entity
.,O
We,O
report,O
a,O
patient,O
in,O
whom,O
hypersensitivity,I-Entity
to,O
carbamazepine,I-Entity
presented,O
with,O
generalized,O
erythroderma,I-Entity
",",O
a,O
severe,O
leukemoid,B-Entity
reaction,I-Entity
",",O
eosinophilia,I-Entity
",",O
hyponatremia,I-Entity
",",O
and,O
renal,B-Entity
failure,I-Entity
.,O
This,O
is,O
the,O
first,O
report,O
of,O
such,O
an,O
unusual,O
reaction,O
to,O
carbamazepine,I-Entity
.,O
The,O
interpeduncular,O
nucleus,O
regulates,O
nicotine,I-Entity
's,O
effects,O
on,O
free,O
-,O
field,O
activity,O
.,O
Partial,O
lesions,O
were,O
made,O
with,O
kainic,B-Entity
acid,I-Entity
in,O
the,O
interpeduncular,O
nucleus,O
of,O
the,O
ventral,O
midbrain,O
of,O
the,O
rat,O
.,O
Compared,O
with,O
sham,O
-,O
operated,O
controls,O
",",O
lesions,O
significantly,O
(,O
p,O
<,O
0.25,O
),O
blunted,O
the,O
early,O
(,O
<,O
60,O
min,O
),O
free,O
-,O
field,O
locomotor,B-Entity
hypoactivity,I-Entity
caused,O
by,O
nicotine,I-Entity
(,O
0.5,O
mg,O
kg(-1,O
),O
",",O
i.m,O
.,O
),O
",",O
enhanced,O
the,O
later,O
(,O
60,O
-,O
120,O
min,O
),O
nicotine,I-Entity
-,O
induced,O
hyperactivity,I-Entity
",",O
and,O
raised,O
spontaneous,O
nocturnal,O
activity,O
.,O
Lesions,O
reduced,O
the,O
extent,O
of,O
immunohistological,O
staining,O
for,O
choline,I-Entity
acetyltransferase,O
in,O
the,O
interpeduncular,O
nucleus,O
(,O
p,O
<,O
0.025,O
),O
",",O
but,O
not,O
for,O
tyrosine,I-Entity
hydroxylase,O
in,O
the,O
surrounding,O
catecholaminergic,O
A10,O
region,O
.,O
We,O
conclude,O
that,O
the,O
interpeduncular,O
nucleus,O
mediates,O
nicotinic,O
depression,I-Entity
of,O
locomotor,O
activity,O
and,O
dampens,O
nicotinic,O
arousal,O
mechanisms,O
located,O
elsewhere,O
in,O
the,O
brain,O
.,O
Assessment,O
of,O
a,O
new,O
non,O
-,O
invasive,O
index,O
of,O
cardiac,O
performance,O
for,O
detection,O
of,O
dobutamine,I-Entity
-,O
induced,O
myocardial,B-Entity
ischemia,I-Entity
.,O
Electrocardiography,O
has,O
a,O
very,O
low,O
sensitivity,O
in,O
detecting,O
dobutamine,I-Entity
-,O
induced,O
myocardial,B-Entity
ischemia,I-Entity
.,O
To,O
assess,O
the,O
added,O
diagnostic,O
value,O
of,O
a,O
new,O
cardiac,O
performance,O
index,O
(,O
dP,O
/,O
dtejc,O
),O
measurement,O
",",O
based,O
on,O
brachial,O
artery,O
flow,O
changes,O
",",O
as,O
compared,O
to,O
standard,O
12-lead,O
ECG,O
",",O
for,O
detecting,O
dobutamine,I-Entity
-,O
induced,O
myocardial,B-Entity
ischemia,I-Entity
",",O
using,O
Tc99m,B-Entity
-,I-Entity
Sestamibi,I-Entity
single,O
-,O
photon,O
emission,O
computed,O
tomography,O
as,O
the,O
gold,O
standard,O
of,O
comparison,O
to,O
assess,O
the,O
presence,O
or,O
absence,O
of,O
ischemia,I-Entity
.,O
:,O
The,O
study,O
group,O
comprised,O
40,O
patients,O
undergoing,O
Sestamibi,I-Entity
-,O
SPECT,O
/,O
dobutamine,I-Entity
stress,O
test,O
.,O
dtejc,O
were,O
performed,O
at,O
each,O
dobutamine,I-Entity
level,O
.,O
In,O
19,O
of,O
the,O
40,O
patients,O
perfusion,O
defects,O
compatible,O
with,O
ischemia,I-Entity
were,O
detected,O
on,O
SPECT,O
.,O
The,O
increase,O
in,O
dP,O
/,O
dtejc,O
during,O
infusion,O
of,O
dobutamine,I-Entity
in,O
this,O
group,O
was,O
severely,O
impaired,O
as,O
compared,O
to,O
the,O
non,O
-,O
ischemic,O
group,O
.,O
If,O
ECG,O
alone,O
is,O
used,O
for,O
specificity,O
",",O
the,O
combination,O
with,O
dP,O
/,O
dtejc,O
improved,O
the,O
sensitivity,O
of,O
the,O
test,O
and,O
could,O
be,O
a,O
cost,O
-,O
savings,O
alternative,O
to,O
cardiac,O
imaging,O
or,O
perfusion,O
studies,O
to,O
detect,O
myocardial,B-Entity
ischemia,I-Entity
",",O
especially,O
in,O
patients,O
unable,O
to,O
exercise,O
.,O
Acute,B-Entity
liver,I-Entity
failure,I-Entity
in,O
two,O
patients,O
with,O
regular,O
alcohol,I-Entity
consumption,O
ingesting,O
paracetamol,I-Entity
at,O
therapeutic,O
dosage,O
.,O
The,O
possible,O
role,O
of,O
alcohol,I-Entity
in,O
the,O
development,O
of,O
hepatotoxicity,I-Entity
associated,O
with,O
therapeutic,O
doses,O
of,O
paracetamol,I-Entity
(,O
acetaminophen,I-Entity
),O
is,O
currently,O
debated,O
.,O
We,O
describe,O
2,O
patients,O
who,O
were,O
regular,O
consumers,O
of,O
alcohol,I-Entity
and,O
who,O
developed,O
liver,B-Entity
failure,I-Entity
within,O
3,O
-,O
5,O
days,O
after,O
hospitalization,O
and,O
stopping,O
alcohol,I-Entity
consumption,O
while,O
being,O
treated,O
with,O
4,O
g,O
paracetamol,I-Entity
/,O
day,O
.,O
A,O
paracetamol,I-Entity
serum,O
level,O
obtained,O
in,O
one,O
of,O
these,O
patients,O
was,O
not,O
in,O
the,O
toxic,O
range,O
.,O
Possible,O
risk,O
factors,O
for,O
the,O
development,O
of,O
hepatotoxicity,I-Entity
in,O
patients,O
treated,O
with,O
therapeutic,O
doses,O
of,O
paracetamol,I-Entity
are,O
discussed,O
.,O
In,O
patients,O
with,O
risk,O
factors,O
",",O
e.g.,O
regular,O
consumption,O
of,O
alcohol,I-Entity
",",O
liver,B-Entity
failure,I-Entity
is,O
possible,O
when,O
therapeutic,O
doses,O
are,O
ingested,O
.,O
We,O
propose,O
that,O
the,O
paracetamol,I-Entity
dose,O
should,O
not,O
exceed,O
2,O
g,O
/,O
day,O
in,O
such,O
patients,O
and,O
that,O
their,O
liver,O
function,O
should,O
be,O
monitored,O
closely,O
while,O
being,O
treated,O
with,O
paracetamol,I-Entity
.,O
Cocaine,I-Entity
related,O
chest,B-Entity
pain,I-Entity
:,O
The,O
recreational,O
use,O
of,O
cocaine,I-Entity
is,O
on,O
the,O
increase,O
.,O
The,O
emergency,O
nurse,O
ought,O
to,O
be,O
familiar,O
with,O
some,O
of,O
the,O
cardiovascular,O
consequences,O
of,O
cocaine,I-Entity
use,O
.,O
In,O
particular,O
",",O
the,O
tendency,O
of,O
cocaine,I-Entity
to,O
produce,O
chest,B-Entity
pain,I-Entity
ought,O
to,O
be,O
in,O
the,O
mind,O
of,O
the,O
emergency,O
nurse,O
when,O
faced,O
with,O
a,O
young,O
victim,O
of,O
chest,B-Entity
pain,I-Entity
who,O
is,O
otherwise,O
at,O
low,O
risk,O
.,O
The,O
mechanism,O
of,O
chest,B-Entity
pain,I-Entity
related,O
to,O
cocaine,I-Entity
use,O
is,O
discussed,O
and,O
treatment,O
dilemmas,O
are,O
discussed,O
.,O
Finally,O
",",O
moral,O
issues,O
relating,O
to,O
the,O
testing,O
of,O
potential,O
cocaine,I-Entity
users,O
will,O
be,O
addressed,O
.,O
Severe,O
rhabdomyolysis,I-Entity
and,O
acute,B-Entity
renal,I-Entity
failure,I-Entity
secondary,O
to,O
concomitant,O
use,O
of,O
simvastatin,I-Entity
",",O
amiodarone,I-Entity
",",O
and,O
atazanavir,I-Entity
.,O
OBJECTIVE,O
:,O
To,O
report,O
a,O
case,O
of,O
a,O
severe,O
interaction,O
between,O
simvastatin,I-Entity
",",O
amiodarone,I-Entity
",",O
and,O
atazanavir,I-Entity
resulting,O
in,O
rhabdomyolysis,I-Entity
and,O
acute,B-Entity
renal,I-Entity
failure,I-Entity
.,O
A,O
72-year,O
-,O
old,O
white,O
man,O
with,O
underlying,O
human,B-Entity
immunodeficiency,I-Entity
virus,I-Entity
",",O
atrial,B-Entity
fibrillation,I-Entity
",",O
coronary,B-Entity
artery,I-Entity
disease,I-Entity
",",O
and,O
hyperlipidemia,I-Entity
presented,O
with,O
generalized,O
pain,I-Entity
",",O
fatigue,I-Entity
",",O
and,O
dark,O
orange,O
urine,O
for,O
3,O
days,O
.,O
The,O
patient,O
was,O
taking,O
80,O
mg,O
simvastatin,I-Entity
at,O
bedtime,O
(,O
initiated,O
27,O
days,O
earlier,O
),O
;,O
amiodarone,I-Entity
at,O
a,O
dose,O
of,O
400,O
mg,O
daily,O
for,O
7,O
days,O
",",O
then,O
200,O
mg,O
daily,O
(,O
initiated,O
19,O
days,O
earlier,O
),O
;,O
and,O
400,O
mg,O
atazanavir,I-Entity
daily,O
(,O
initiated,O
at,O
least,O
2,O
years,O
previously,O
),O
.,O
Laboratory,O
evaluation,O
revealed,O
"66,680",O
U,O
/,O
L,O
creatine,I-Entity
kinase,O
",",O
93,O
mg,O
/,O
dL,O
blood,B-Entity
urea,I-Entity
nitrogen,I-Entity
",",O
4.6,O
mg,O
/,O
dL,O
creatinine,I-Entity
",",O
1579,O
U,O
/,O
L,O
aspartate,I-Entity
aminotransferase,O
",",O
and,O
738,O
U,O
/,O
L,O
alanine,I-Entity
aminotransferase,O
.,O
Simvastatin,I-Entity
",",O
amiodarone,I-Entity
",",O
and,O
the,O
patient,O
's,O
human,B-Entity
immunodeficiency,I-Entity
virus,I-Entity
medications,O
were,O
all,O
temporarily,O
discontinued,O
and,O
the,O
patient,O
was,O
given,O
forced,O
alkaline,O
diuresis,O
and,O
started,O
on,O
dialysis,O
.,O
Nine,O
days,O
later,O
the,O
patient,O
's,O
creatine,I-Entity
kinase,O
had,O
dropped,O
to,O
1695,O
U,O
/,O
L,O
and,O
creatinine,I-Entity
was,O
3.3,O
mg,O
/,O
dL.,O
The,O
patient,O
was,O
discharged,O
and,O
continued,O
outpatient,O
dialysis,O
for,O
1,O
month,O
until,O
his,O
renal,O
function,O
recovered,O
.,O
The,O
risk,O
of,O
rhabdomyolysis,I-Entity
is,O
increased,O
in,O
the,O
presence,O
of,O
concomitant,O
drugs,O
that,O
inhibit,O
simvastatin,I-Entity
metabolism,O
.,O
Simvastatin,I-Entity
is,O
metabolized,O
by,O
CYP3A4,O
.,O
Amiodarone,I-Entity
and,O
atazanavir,I-Entity
are,O
recognized,O
CYP3A4,O
inhibitors,O
.,O
CONCLUSIONS,O
:,O
Pharmacokinetic,O
differences,O
in,O
statins,I-Entity
are,O
an,O
important,O
consideration,O
for,O
assessing,O
the,O
risk,O
of,O
potential,O
drug,O
interactions,O
.,O
In,O
patients,O
requiring,O
the,O
concurrent,O
use,O
of,O
statins,I-Entity
and,O
CYP3A4,O
inhibitors,O
",",O
pravastatin,I-Entity
",",O
fluvastatin,I-Entity
",",O
and,O
rosuvastatin,I-Entity
carry,O
the,O
lowest,O
risk,O
of,O
drug,O
interactions,O
;,O
atorvastatin,I-Entity
carries,O
moderate,O
risk,O
",",O
whereas,O
simvastatin,I-Entity
and,O
lovastatin,I-Entity
have,O
the,O
highest,O
risk,O
and,O
should,O
be,O
avoided,O
in,O
patients,O
taking,O
concomitant,O
CYP3A4,O
inhibitors,O
.,O
Phase,O
II,O
trial,O
of,O
vinorelbine,I-Entity
in,O
metastatic,O
squamous,B-Entity
cell,I-Entity
esophageal,I-Entity
carcinoma,I-Entity
.,O
European,O
Organization,O
for,O
Research,O
and,O
Treatment,O
of,O
Cancer,I-Entity
Gastrointestinal,O
Treat,O
Cancer,I-Entity
Cooperative,O
Group,O
.,O
PURPOSE,O
:,O
To,O
evaluate,O
the,O
response,O
rate,O
and,O
toxic,O
effects,O
of,O
vinorelbine,I-Entity
(,O
VNB,I-Entity
),O
administered,O
as,O
a,O
single,O
agent,O
in,O
metastatic,O
squamous,B-Entity
cell,I-Entity
esophageal,I-Entity
carcinoma,I-Entity
.,O
Thirty,O
patients,O
without,O
prior,O
chemotherapy,O
and,O
16,O
pretreated,O
with,O
cisplatin,I-Entity
-,O
based,O
chemotherapy,O
were,O
assessable,O
for,O
toxicity,I-Entity
and,O
response,O
.,O
VNB,I-Entity
was,O
administered,O
weekly,O
as,O
a,O
25-mg,O
/,O
m2,O
short,O
intravenous,O
(,O
i.v,O
.,O
),O
VNB,I-Entity
was,O
well,O
tolerated,O
and,O
zero,O
instances,O
of,O
WHO,O
grade,O
4,O
nonhematologic,O
toxicity,I-Entity
occurred,O
.,O
At,O
least,O
one,O
episode,O
of,O
grade,O
3,O
or,O
4,O
granulocytopenia,I-Entity
was,O
seen,O
in,O
59%,O
of,O
patients,O
.,O
A,O
grade,O
2,O
or,O
3,O
infection,I-Entity
occurred,O
in,O
16%,O
of,O
patients,O
",",O
but,O
no,O
toxic,O
deaths,I-Entity
occurred,O
.,O
Other,O
side,O
effects,O
were,O
rare,O
",",O
and,O
peripheral,B-Entity
neurotoxicity,I-Entity
has,O
been,O
minor,O
(,O
26%,O
grade,O
1,O
),O
.,O
CONCLUSION,O
:,O
These,O
data,O
indicate,O
that,O
VNB,I-Entity
is,O
an,O
active,O
agent,O
in,O
metastatic,O
esophageal,B-Entity
squamous,I-Entity
cell,I-Entity
carcinoma,I-Entity
.,O
Given,O
its,O
excellent,O
tolerance,O
profile,O
and,O
low,O
toxicity,I-Entity
",",O
further,O
evaluation,O
of,O
VNB,I-Entity
in,O
combination,O
therapy,O
is,O
warranted,O
.,O
Paclitaxel,I-Entity
",",O
cisplatin,I-Entity
",",O
and,O
gemcitabine,I-Entity
combination,O
chemotherapy,O
within,O
a,O
multidisciplinary,O
therapeutic,O
approach,O
in,O
metastatic,O
nonsmall,B-Entity
cell,I-Entity
lung,I-Entity
carcinoma,I-Entity
.,O
Cisplatin,I-Entity
-,O
based,O
chemotherapy,O
combinations,O
improve,O
quality,O
of,O
life,O
and,O
survival,O
in,O
advanced,O
nonsmall,B-Entity
cell,I-Entity
lung,I-Entity
carcinoma,I-Entity
(,O
NSCLC,I-Entity
),O
.,O
The,O
objective,O
of,O
this,O
study,O
was,O
to,O
determine,O
the,O
feasibility,O
",",O
response,O
rate,O
",",O
and,O
toxicity,I-Entity
of,O
a,O
paclitaxel,I-Entity
",",O
cisplatin,I-Entity
",",O
and,O
gemcitabine,I-Entity
combination,O
to,O
treat,O
metastatic,O
NSCLC,I-Entity
.,O
Thirty,O
-,O
five,O
consecutive,O
chemotherapy,O
-,O
naive,O
patients,O
with,O
Stage,O
IV,O
NSCLC,I-Entity
and,O
an,O
Eastern,O
Cooperative,O
Oncology,O
Group,O
performance,O
status,O
of,O
0,O
-,O
2,O
were,O
treated,O
with,O
a,O
combination,O
of,O
paclitaxel,I-Entity
(,O
135,O
mg,O
/,O
m(2,O
),O
given,O
intravenously,O
in,O
3,O
hours,O
),O
on,O
Day,O
1,O
",",O
cisplatin,I-Entity
(,O
120,O
mg,O
/,O
m(2,O
),O
given,O
intravenously,O
in,O
6,O
hours,O
),O
on,O
Day,O
1,O
",",O
and,O
gemcitabine,I-Entity
(,O
800,O
mg,O
/,O
m(2,O
),O
given,O
intravenously,O
in,O
30,O
minutes,O
),O
on,O
Days,O
1,O
and,O
8,O
",",O
every,O
4,O
weeks,O
.,O
Although,O
responding,O
patients,O
were,O
scheduled,O
to,O
receive,O
consolidation,O
radiotherapy,O
and,O
24,O
patients,O
received,O
preplanned,O
second,O
-,O
line,O
chemotherapy,O
after,O
disease,O
progression,O
",",O
the,O
response,O
and,O
toxicity,I-Entity
rates,O
reported,O
refer,O
only,O
to,O
the,O
chemotherapy,O
regimen,O
given,O
.,O
All,O
the,O
patients,O
were,O
examined,O
for,O
toxicity,I-Entity
;,O
34,O
were,O
examinable,O
for,O
response,O
.,O
After,O
154,O
courses,O
of,O
therapy,O
",",O
the,O
median,O
dose,O
intensity,O
was,O
131,O
mg,O
/,O
m(2,O
),O
for,O
paclitaxel,I-Entity
(,O
97.3%,O
),O
",",O
117,O
mg,O
/,O
m(2,O
),O
for,O
cisplatin,I-Entity
(,O
97.3%,O
),O
",",O
and,O
1378,O
mg,O
/,O
m(2,O
),O
for,O
gemcitabine,I-Entity
(,O
86.2%,O
),O
.,O
World,O
Health,O
Organization,O
Grade,O
3,O
-,O
4,O
neutropenia,I-Entity
and,O
thrombocytopenia,I-Entity
occurred,O
in,O
39.9%,O
and,O
11.4%,O
of,O
patients,O
",",O
respectively,O
.,O
There,O
was,O
one,O
treatment,O
-,O
related,O
death,I-Entity
.,O
Nonhematologic,O
toxicities,I-Entity
were,O
mild,O
.,O
The,O
combination,O
of,O
paclitaxel,I-Entity
",",O
cisplatin,I-Entity
",",O
and,O
gemcitabine,I-Entity
